ML1G000200	KOG4535
ML1G326500	KOG4672
ML1G326600	KOG1940
ML1G327200	KOG4658
ML1G327500	KOG0446
ML1G327600	KOG0621
ML1G327800	KOG0032
ML1G327900	KOG0714
ML1G328100	KOG0296
ML1G328300	KOG0296
ML1G328500	KOG1237
ML1G328700	KOG0157
ML1G328800	KOG0157
ML1G328900	KOG1187
ML1G329100	KOG2620
ML1G329300	KOG1223
ML1G329600	KOG1722
ML1G329800	KOG2450
ML1G329800	KOG2451
ML1G329900	KOG1629
ML1G330000	KOG1192
ML1G330300	KOG0419
ML1G330400	KOG0419
ML1G330600	KOG1334
ML1G330700	KOG0059
ML1G331200	KOG1604
ML1G331300	KOG1187
ML1G331500	KOG2218
ML1G331600	KOG0048
ML1G332500	KOG3000
ML1G332700	KOG1427
ML1G333000	KOG1725
ML1G333300	KOG3075
ML1G333400	KOG1508
ML1G333800	KOG2845
ML1G334300	KOG1021
ML1G335200	KOG1196
ML1G335400	KOG0014
ML1G335600	KOG0907
ML1G335900	KOG3292
ML1G336200	KOG3258
ML1G336400	KOG3111
ML1G336800	KOG4748
ML1G336900	KOG4159
ML1G337000	KOG0583
ML1G338100	KOG1187
ML1G338400	KOG1399
ML1G338600	KOG1344
ML1G339000	KOG0156
ML1G339100	KOG2428
ML1G339400	KOG3462
ML1G339600	KOG1192
ML1G339700	KOG0156
ML1G340000	KOG2227
ML1G340400	KOG4579
ML1G340600	KOG2352
ML1G340700	KOG2352
ML1G340800	KOG2352
ML1G340900	KOG2352
ML1G341100	KOG3065
ML1G341200	KOG2647
ML1G341500	KOG0768
ML1G341600	KOG1549
ML1G341900	KOG2736
ML1G342100	KOG1282
ML1G342400	KOG2994
ML1G343000	KOG0254
ML1G343100	KOG0254
ML1G343500	KOG1947
ML1G344100	KOG1809
ML1G344400	KOG4658
ML1G344500	KOG3004
ML1G344600	KOG1187
ML1G345100	KOG2679
ML1G345200	KOG2366
ML1G345500	KOG0565
ML1G345600	KOG1577
ML1G345900	KOG0027
ML1G346000	KOG0143
ML1G346300	KOG1187
ML1G346400	KOG1187
ML1G347200	KOG1187
ML1G347400	KOG0251
ML1G347800	KOG4467
ML1G348300	KOG1030
ML1G348700	KOG3335
ML1G348900	KOG1187
ML1G349500	KOG2839
ML1G349900	KOG0014
ML1G350000	KOG0014
ML1G350400	KOG0344
ML1G350800	KOG0223
ML1G351500	KOG3008
ML1G351600	KOG4473
ML1G352300	KOG1603
ML1G352800	KOG0242
ML1G353100	KOG3075
ML1G353300	KOG2560
ML1G353400	KOG2560
ML1G353500	KOG4546
ML1G353600	KOG1731
ML1G353700	KOG3104
ML1G353800	KOG1187
ML1G354000	KOG1187
ML1G354400	KOG0534
ML1G354600	KOG3109
ML1G354800	KOG0411
ML1G354900	KOG3030
ML1G355000	KOG3030
ML1G356300	KOG1347
ML1G356500	KOG1987
ML1G356600	KOG1187
ML1G356700	KOG1792
ML1G357000	KOG1187
ML1G357100	KOG0764
ML1G357200	KOG1187
ML1G357300	KOG1187
ML1G357400	KOG1187
ML1G357500	KOG1187
ML1G357600	KOG0813
ML1G357700	KOG1940
ML1G358100	KOG0048
ML1G359000	KOG1384
ML1G359400	KOG3414
ML1G359900	KOG4467
ML1G360100	KOG1502
ML1G360800	KOG0557
ML1G361200	KOG4603
ML1G361400	KOG4711
ML1G361500	KOG4711
ML1G361700	KOG1515
ML1G362200	KOG1339
ML1G363100	KOG1849
ML1G363200	KOG4172
ML1G363500	KOG2990
ML1G363900	KOG1619
ML1G364100	KOG0963
ML1G365600	KOG1515
ML1G366000	KOG1187
ML1G366100	KOG0484
ML1G366400	KOG4473
ML1G366600	KOG1685
ML1G367100	KOG2462
ML1G367200	KOG0788
ML1G367300	KOG1187
ML1G367700	KOG1607
ML1G368600	KOG1865
ML1G368700	KOG4287
ML1G369000	KOG2079
ML1G369200	KOG1133
ML1G369400	KOG1853
ML1G369700	KOG4498
ML1G369900	KOG0266
ML1G370700	KOG2381
ML1G371400	KOG3066
ML1G371500	KOG1584
ML1G372100	KOG0157
ML1G372500	KOG2313
ML1G372700	KOG0014
ML1G372800	KOG0014
ML1G373400	KOG2855
ML1G374400	KOG0576
ML1G374500	KOG3244
ML1G374800	KOG1454
ML1G374900	KOG0573
ML1G375000	KOG0116
ML1G375200	KOG1187
ML1G375500	KOG2662
ML1G375600	KOG1378
ML1G375700	KOG2541
ML1G375900	KOG4249
ML1G376100	KOG2962
ML1G376700	KOG1441
ML1G376900	KOG0841
ML1G377100	KOG3062
ML1G377800	KOG3065
ML1G377900	KOG1378
ML1G378100	KOG4579
ML1G379900	KOG1493
ML1G380100	KOG2861
ML1G380300	KOG1036
ML1G380400	KOG3271
ML1G382000	KOG4748
ML1G382200	KOG1666
ML1G382600	KOG0192
ML1G382700	KOG0192
ML1G382800	KOG1691
ML1G383000	KOG1337
ML1G383400	KOG4658
ML1G384000	KOG0753
ML1G384500	KOG0157
ML1G384700	KOG2190
ML1G385200	KOG1267
ML1G385300	KOG0048
ML1G386100	KOG2287
ML1G386300	KOG1642
ML1G386400	KOG1642
ML1G386700	KOG1386
ML1G386900	KOG0843
ML1G387000	KOG1790
ML1G387100	KOG1790
ML1G387200	KOG0406
ML1G387600	KOG0874
ML1G387700	KOG4557
ML1G387900	KOG2167
ML1G388000	KOG3329
ML1G388200	KOG1427
ML1G388400	KOG3301
ML1G388700	KOG0880
ML1G388700	KOG0881
ML1G388700	KOG0884
ML1G389000	KOG0637
ML1G389400	KOG1581
ML1G389500	KOG1187
ML1G389600	KOG1187
ML1G390100	KOG1187
ML1G390400	KOG0119
ML1G391100	KOG1187
ML1G391400	KOG0610
ML1G391600	KOG0483
ML1G391800	KOG1427
ML1G392400	KOG0907
ML1G392500	KOG0712
ML1G392900	KOG1187
ML1G393100	KOG0406
ML1G393200	KOG0406
ML1G393600	KOG2287
ML1G394500	KOG1187
ML1G394900	KOG0633
ML1G395200	KOG4204
ML1G396100	KOG1865
ML1G396300	KOG1577
ML1G396700	KOG0295
ML1G396700	KOG0315
ML1G396700	KOG0645
ML1G397000	KOG0713
ML1G397400	KOG1909
ML1G397500	KOG1192
ML1G397600	KOG0333
ML1G398100	KOG4207
ML1G398600	KOG1187
ML1G400100	KOG1562
ML1G400300	KOG0876
ML1G400400	KOG2628
ML1G400700	KOG1479
ML1G400900	KOG2253
ML1G401000	KOG3246
ML1G401700	KOG0834
ML1G401900	KOG1578
ML1G402000	KOG1198
ML1G402600	KOG2201
ML1G402700	KOG1950
ML1G402800	KOG0070
ML1G403200	KOG1100
ML1G403500	KOG0090
ML1G403600	KOG1254
ML1G403800	KOG1187
ML1G404000	KOG0773
ML1G404100	KOG1187
ML1G404200	KOG2532
ML1G404200	KOG2533
ML1G404300	KOG2532
ML1G404300	KOG2533
ML1G405100	KOG1187
ML1G405200	KOG1187
ML1G405900	KOG0907
ML1G406000	KOG2645
ML1G406500	KOG0685
ML1G406700	KOG4452
ML1G406900	KOG1187
ML1G407100	KOG3239
ML1G407200	KOG4667
ML1G407500	KOG1507
ML1G407600	KOG1507
ML1G407700	KOG0627
ML1G408300	KOG1312
ML1G408600	KOG3333
ML1G409000	KOG0649
ML1G409300	KOG1187
ML1G409600	KOG0698
ML1G409700	KOG0581
ML1G409800	KOG1689
ML1G410000	KOG2186
ML1G410100	KOG0265
ML1G410400	KOG2895
ML1G410600	KOG1632
ML1G410700	KOG1632
ML1G410800	KOG4391
ML1G410900	KOG4391
ML1G411100	KOG0806
ML1G411500	KOG3181
ML1G412200	KOG0440
ML1G412300	KOG1947
ML1G414000	KOG2152
ML1G415700	KOG0254
ML1G416100	KOG1543
ML1G416200	KOG1187
ML1G416300	KOG2930
ML1G416600	KOG2399
ML1G416700	KOG1468
ML1G417100	KOG2641
ML1G417400	KOG1187
ML1G417700	KOG0148
ML1G417800	KOG0148
ML1G418000	KOG0570
ML1G418200	KOG1641
ML1G419200	KOG0242
ML1G419400	KOG3252
ML1G419700	KOG1434
ML1G421200	KOG0192
ML1G421400	KOG0157
ML1G421500	KOG0157
ML1G421600	KOG3501
ML1G421800	KOG1187
ML1G422100	KOG3037
ML1G422300	KOG1187
ML1G422400	KOG0174
ML1G422600	KOG3096
ML1G422700	KOG0631
ML1G422800	KOG0053
ML1G423000	KOG4161
ML1G424000	KOG1540
ML1G424100	KOG2340
ML1G424300	KOG0156
ML1G424400	KOG0156
ML1G424600	KOG3028
ML1G424700	KOG0014
ML1G425200	KOG0907
ML1G425500	KOG2190
ML1G425700	KOG0251
ML1G426000	KOG1091
ML1G426400	KOG2210
ML1G426600	KOG4498
ML1G426900	KOG2885
ML1G427400	KOG0014
ML1G427500	KOG0014
ML1G427600	KOG1051
ML1G427800	KOG3184
ML1G428200	KOG3251
ML1G428300	KOG3158
ML1G428500	KOG0508
ML1G428500	KOG4214
ML1G428500	KOG4412
ML1G428700	KOG0117
ML1G429100	KOG0810
ML1G429200	KOG2632
ML1G429700	KOG1752
ML1G430400	KOG1711
ML1G430600	KOG0032
ML1G431700	KOG0032
ML1G431800	KOG2130
ML1G432000	KOG1950
ML1G432200	KOG0852
ML1G432300	KOG1051
ML1G433300	KOG0810
ML1G433500	KOG0810
ML1G433700	KOG0001
ML1G433700	KOG0005
ML1G434200	KOG3257
ML1G434300	KOG0304
ML1G434400	KOG0896
ML1G434500	KOG0107
ML1G434700	KOG0896
ML1G434800	KOG2662
ML1G434900	KOG2557
ML1G436300	KOG0407
ML1G436700	KOG1455
ML1G437300	KOG0117
ML1G437600	KOG0382
ML1G438000	KOG1119
ML1G438100	KOG0645
ML1G438500	KOG1454
ML1G439100	KOG1947
ML1G439900	KOG4282
ML1G440200	KOG2071
ML1G440400	KOG0627
ML1G440500	KOG0192
ML1G440700	KOG2202
ML1G440900	KOG0541
ML1G441000	KOG0374
ML1G441400	KOG0156
ML1G441600	KOG0156
ML1G441700	KOG0156
ML1G441800	KOG0156
ML1G442300	KOG0484
ML1G442500	KOG4744
ML1G442600	KOG1021
ML1G442700	KOG4427
ML1G442800	KOG0123
ML1G443200	KOG1192
ML1G443300	KOG1192
ML1G443700	KOG0683
ML1G444100	KOG4412
ML1G444400	KOG0382
ML1G444900	KOG1530
ML1G445000	KOG2644
ML1G445100	KOG0907
ML1G445300	KOG0048
ML1G445600	KOG1603
ML1G445700	KOG3360
ML1G446000	KOG2389
ML1G446200	KOG4468
ML1G446400	KOG1765
ML1G446600	KOG1187
ML1G447400	KOG0107
ML1G447400	KOG0123
ML1G447400	KOG0144
ML1G447400	KOG0145
ML1G447700	KOG4172
ML1G447900	KOG0550
ML1G448000	KOG3202
ML1G448100	KOG0001
ML1G448100	KOG0005
ML1G448200	KOG1187
ML1G448700	KOG0166
ML1G449000	KOG1476
ML1G449300	KOG1749
ML1G449700	KOG1475
ML1G450000	KOG1763
ML1G450100	KOG2795
ML1G450200	KOG4498
ML1G450300	KOG3078
ML1G450800	KOG1092
ML1G451600	KOG0107
ML1G452100	KOG4412
ML1G452200	KOG0502
ML1G452200	KOG0508
ML1G452200	KOG0512
ML1G452200	KOG4412
ML1G452800	KOG1603
ML1G453200	KOG0565
ML1G453500	KOG0078
ML1G453600	KOG1626
ML1G453800	KOG1756
ML1G454500	KOG1208
ML1G454600	KOG0704
ML1G454900	KOG3467
ML1G455300	KOG1493
ML1G456000	KOG0700
ML1G456400	KOG1139
ML1G456500	KOG0048
ML1G456600	KOG1187
ML1G456800	KOG2289
ML1G456900	KOG2209
ML1G457100	KOG3109
ML1G457700	KOG2246
ML1G458100	KOG1427
ML1G458300	KOG4050
ML1G458400	KOG0595
ML1G458500	KOG0752
ML1G459100	KOG0406
ML1G459200	KOG0406
ML1G459300	KOG0406
ML1G459400	KOG0406
ML1G459500	KOG0406
ML1G459700	KOG3386
ML1G460000	KOG1187
ML1G460500	KOG2855
ML1G460800	KOG0887
ML1G460900	KOG0753
ML1G461200	KOG2386
ML1G461300	KOG2532
ML1G461700	KOG1111
ML1G462100	KOG1303
ML1G462300	KOG1928
ML1G462400	KOG1187
ML1G462700	KOG3399
ML1G462800	KOG1568
ML1G463000	KOG1039
ML1G463100	KOG1602
ML1G463200	KOG1397
ML1G463700	KOG0714
ML1G463800	KOG1632
ML1G464000	KOG0032
ML1G464100	KOG4282
ML1G464400	KOG0911
ML1G464700	KOG2792
ML1G465000	KOG1187
ML1G465100	KOG1187
ML1G465200	KOG2776
ML1G465300	KOG0472
ML1G465700	KOG0682
ML1G465800	KOG2142
ML1G466100	KOG1187
ML1G466200	KOG3160
ML1G466500	KOG0760
ML1G466800	KOG3142
ML1G467000	KOG0698
ML1G467200	KOG1187
ML1G467700	KOG0583
ML2G000300	KOG2150
ML2G000700	KOG2332
ML2G000800	KOG1164
ML2G001000	KOG0635
ML2G001700	KOG0725
ML2G002100	KOG1221
ML2G002800	KOG1732
ML2G002900	KOG0620
ML2G003000	KOG1947
ML2G003100	KOG1187
ML2G003200	KOG0823
ML2G003400	KOG0700
ML2G003900	KOG0725
ML2G004200	KOG4178
ML2G004300	KOG2076
ML2G004400	KOG4675
ML2G004600	KOG2519
ML2G004900	KOG0148
ML2G004900	KOG4205
ML2G005000	KOG1603
ML2G005100	KOG1267
ML2G005500	KOG1030
ML2G005900	KOG1551
ML2G006100	KOG0087
ML2G006200	KOG1187
ML2G006400	KOG2729
ML2G006700	KOG3173
ML2G006800	KOG0583
ML2G007200	KOG3172
ML2G007300	KOG1505
ML2G007500	KOG2791
ML2G007600	KOG0254
ML2G007800	KOG1082
ML2G007900	KOG0707
ML2G008000	KOG0032
ML2G008400	KOG3328
ML2G008600	KOG1877
ML2G008800	KOG1187
ML2G009300	KOG1613
ML2G009400	KOG2594
ML2G009800	KOG2485
ML2G010000	KOG1597
ML2G010500	KOG1609
ML2G010700	KOG4772
ML2G011200	KOG4267
ML2G011400	KOG2633
ML2G011800	KOG0027
ML2G012000	KOG1183
ML2G012400	KOG1294
ML2G012600	KOG2788
ML2G013500	KOG3124
ML2G013600	KOG3010
ML2G013900	KOG4658
ML2G014000	KOG0053
ML2G014500	KOG1303
ML2G014600	KOG1303
ML2G014700	KOG2839
ML2G014800	KOG1187
ML2G015000	KOG2829
ML2G015600	KOG0032
ML2G015700	KOG0725
ML2G015800	KOG0725
ML2G015900	KOG0725
ML2G016000	KOG1001
ML2G016500	KOG2953
ML2G016800	KOG2176
ML2G017000	KOG2076
ML2G017200	KOG0543
ML2G017300	KOG4373
ML2G017400	KOG2381
ML2G017600	KOG1493
ML2G017700	KOG1187
ML2G017800	KOG1187
ML2G017900	KOG1187
ML2G018200	KOG1187
ML2G018300	KOG1187
ML2G018500	KOG1187
ML2G018600	KOG4658
ML2G018900	KOG2139
ML2G019100	KOG1082
ML2G019200	KOG1311
ML2G019300	KOG1311
ML2G019500	KOG0223
ML2G019700	KOG2620
ML2G019800	KOG0184
ML2G019900	KOG1164
ML2G020000	KOG2551
ML2G020100	KOG0423
ML2G020200	KOG0027
ML2G020500	KOG0702
ML2G020600	KOG1347
ML2G020700	KOG1347
ML2G021200	KOG2669
ML2G021400	KOG1594
ML2G021500	KOG1594
ML2G022100	KOG1546
ML2G022200	KOG4282
ML2G022300	KOG1546
ML2G022400	KOG1546
ML2G022500	KOG1546
ML2G022800	KOG1546
ML2G022900	KOG1546
ML2G023100	KOG0877
ML2G023200	KOG1192
ML2G023800	KOG1598
ML2G023900	KOG1021
ML2G024000	KOG0534
ML2G024100	KOG4762
ML2G024200	KOG1454
ML2G024300	KOG4198
ML2G024400	KOG1286
ML2G024600	KOG0048
ML2G025100	KOG1752
ML2G025400	KOG4693
ML2G025700	KOG1594
ML2G025900	KOG1594
ML2G026000	KOG1594
ML2G026200	KOG1594
ML2G026400	KOG1594
ML2G026500	KOG1594
ML2G026600	KOG1594
ML2G026900	KOG1594
ML2G027000	KOG1594
ML2G027100	KOG1594
ML2G027200	KOG1594
ML2G027300	KOG1594
ML2G027400	KOG1594
ML2G027500	KOG1594
ML2G027600	KOG1594
ML2G027700	KOG1594
ML2G027800	KOG1594
ML2G027900	KOG1594
ML2G028800	KOG2946
ML2G028900	KOG3126
ML2G029700	KOG0192
ML2G029800	KOG0048
ML2G030300	KOG1601
ML2G030400	KOG1187
ML2G031400	KOG4412
ML2G031500	KOG1771
ML2G032200	KOG1371
ML2G032300	KOG0546
ML2G032500	KOG1187
ML2G032600	KOG4234
ML2G032700	KOG0251
ML2G032900	KOG3269
ML2G033100	KOG1071
ML2G033200	KOG1187
ML2G033300	KOG2473
ML2G033600	KOG0748
ML2G034100	KOG0280
ML2G034200	KOG4495
ML2G034700	KOG0401
ML2G035000	KOG1773
ML2G035400	KOG3094
ML2G035800	KOG2848
ML2G036300	KOG2597
ML2G036600	KOG1187
ML2G036700	KOG1865
ML2G036800	KOG1865
ML2G037200	KOG0323
ML2G037400	KOG0583
ML2G038100	KOG3315
ML2G038400	KOG4824
ML2G038500	KOG0861
ML2G038800	KOG1552
ML2G039100	KOG1187
ML2G039900	KOG0701
ML2G040000	KOG1187
ML2G040300	KOG2820
ML2G040400	KOG0254
ML2G040500	KOG3078
ML2G042000	KOG0773
ML2G042100	KOG3143
ML2G042400	KOG0192
ML2G043200	KOG1187
ML2G043400	KOG1399
ML2G043900	KOG3298
ML2G044000	KOG4151
ML2G044100	KOG3405
ML2G044300	KOG2532
ML2G044400	KOG0143
ML2G044500	KOG0143
ML2G045100	KOG3155
ML2G045200	KOG1867
ML2G045700	KOG1328
ML2G046000	KOG2619
ML2G046300	KOG1187
ML2G046400	KOG0748
ML2G046500	KOG2343
ML2G046600	KOG0251
ML2G046900	KOG1886
ML2G047100	KOG2471
ML2G047500	KOG1121
ML2G047600	KOG0027
ML2G047800	KOG1187
ML2G047900	KOG0048
ML2G048200	KOG1187
ML2G048400	KOG0251
ML2G049400	KOG0583
ML2G049500	KOG1947
ML2G049900	KOG0254
ML2G050400	KOG4282
ML2G050500	KOG3022
ML2G050600	KOG0236
ML2G050700	KOG0702
ML2G050800	KOG4198
ML2G050900	KOG4198
ML2G051000	KOG4198
ML2G051200	KOG1684
ML2G051300	KOG1187
ML2G051900	KOG1499
ML2G052000	KOG4658
ML2G052200	KOG4198
ML2G052400	KOG3430
ML2G052500	KOG1441
ML2G052800	KOG0893
ML2G053000	KOG4480
ML2G053200	KOG0107
ML2G053200	KOG4207
ML2G053300	KOG1161
ML2G053500	KOG1187
ML2G054100	KOG1683
ML2G054700	KOG0393
ML2G054800	KOG0541
ML2G054900	KOG0266
ML2G055000	KOG0581
ML2G055200	KOG2362
ML2G055400	KOG3420
ML2G055500	KOG1071
ML2G057200	KOG4658
ML2G058400	KOG4658
ML2G058500	KOG0698
ML2G059100	KOG4658
ML2G059200	KOG2943
ML2G059500	KOG0698
ML2G059600	KOG1021
ML2G059800	KOG0254
ML2G061000	KOG0988
ML2G061200	KOG0143
ML2G061800	KOG2547
ML2G061900	KOG0838
ML2G062000	KOG1652
ML2G062100	KOG1652
ML2G062200	KOG1187
ML2G063000	KOG1755
ML2G063100	KOG1755
ML2G063500	KOG0617
ML2G063600	KOG1719
ML2G063800	KOG2067
ML2G063900	KOG0648
ML2G064100	KOG0934
ML2G064300	KOG1595
ML2G064700	KOG3433
ML2G064800	KOG1656
ML2G065400	KOG1663
ML2G065500	KOG2771
ML2G066000	KOG4052
ML2G066200	KOG1187
ML2G066300	KOG0352
ML2G066500	KOG2931
ML2G066600	KOG4750
ML2G066800	KOG1187
ML2G067100	KOG1650
ML2G067200	KOG0143
ML2G067500	KOG1347
ML2G067600	KOG1347
ML2G067700	KOG1742
ML2G068100	KOG2146
ML2G068500	KOG2493
ML2G069200	KOG0617
ML2G070900	KOG2366
ML2G071100	KOG1187
ML2G071300	KOG1716
ML2G071700	KOG2412
ML2G071900	KOG0173
ML2G072400	KOG4660
ML2G073200	KOG1239
ML2G073500	KOG1014
ML2G073700	KOG4674
ML2G073900	KOG4172
ML2G074200	KOG1187
ML2G074300	KOG4172
ML2G074500	KOG0048
ML2G074700	KOG1515
ML2G075400	KOG4282
ML2G075500	KOG3285
ML2G076100	KOG1482
ML2G077200	KOG1187
ML2G077700	KOG0657
ML2G078000	KOG1303
ML2G078100	KOG1625
ML2G078300	KOG1200
ML2G078600	KOG3212
ML2G078700	KOG3212
ML2G079000	KOG1187
ML2G079200	KOG0351
ML2G079700	KOG1176
ML2G080300	KOG0830
ML2G080400	KOG0830
ML2G080800	KOG4693
ML2G081000	KOG3353
ML2G081300	KOG1021
ML2G081400	KOG1663
ML2G081600	KOG1663
ML2G081700	KOG2373
ML2G082100	KOG4302
ML2G082200	KOG0156
ML2G082300	KOG1605
ML2G082400	KOG4652
ML2G082900	KOG2731
ML2G083600	KOG3332
ML2G084000	KOG0519
ML2G084600	KOG4658
ML2G085000	KOG0014
ML2G085200	KOG0014
ML2G085800	KOG1623
ML2G086300	KOG1603
ML2G086800	KOG0880
ML2G087200	KOG3968
ML2G087300	KOG1845
ML2G087400	KOG1752
ML2G087500	KOG2344
ML2G087700	KOG1187
ML2G089900	KOG0455
ML2G090100	KOG1187
ML2G090300	KOG0143
ML2G090600	KOG4660
ML2G090700	KOG3991
ML2G091100	KOG1671
ML2G091200	KOG1470
ML2G091500	KOG2772
ML2G091600	KOG0544
ML2G093700	KOG1696
ML2G094100	KOG2207
ML2G094300	KOG2530
ML2G094400	KOG0191
ML2G094600	KOG4727
ML2G094900	KOG0077
ML2G095200	KOG0988
ML2G095400	KOG0988
ML2G095900	KOG1208
ML2G096200	KOG1877
ML2G096900	KOG0379
ML2G097100	KOG2914
ML2G097900	KOG2551
ML2G098300	KOG3195
ML2G098400	KOG0747
ML2G098400	KOG1429
ML2G098400	KOG1430
ML2G098500	KOG1950
ML2G098600	KOG0070
ML2G098700	KOG2355
ML2G098900	KOG4755
ML2G099400	KOG1164
ML2G100200	KOG0157
ML2G100500	KOG0061
ML2G101500	KOG0583
ML2G102800	KOG1303
ML2G102900	KOG1549
ML2G103300	KOG1549
ML2G103500	KOG1187
ML2G104100	KOG1187
ML2G106100	KOG1237
ML2G106300	KOG1603
ML2G107100	KOG2641
ML2G107200	KOG0331
ML2G107900	KOG0868
ML2G108400	KOG1187
ML2G108700	KOG0672
ML2G108900	KOG1632
ML2G109500	KOG0989
ML2G109800	KOG1052
ML2G109900	KOG3026
ML2G110900	KOG0470
ML2G111200	KOG0084
ML2G111300	KOG0087
ML2G111400	KOG1588
ML2G111900	KOG0192
ML2G112300	KOG1187
ML2G112800	KOG2718
ML2G112900	KOG1838
ML2G113100	KOG2357
ML2G113200	KOG2358
ML2G113400	KOG1779
ML2G113500	KOG1779
ML2G113600	KOG2831
ML2G113700	KOG2922
ML2G113800	KOG1187
ML2G114000	KOG2662
ML2G114300	KOG4658
ML2G114500	KOG0583
ML2G114600	KOG1981
ML2G114700	KOG1187
ML2G114900	KOG1187
ML2G115300	KOG4214
ML2G115400	KOG1691
ML2G115900	KOG3773
ML2G116100	KOG2568
ML2G116500	KOG0198
ML2G117000	KOG0314
ML2G117500	KOG4414
ML2G117900	KOG2502
ML2G118500	KOG4473
ML2G118700	KOG0251
ML2G118800	KOG0758
ML2G118800	KOG0759
ML2G118800	KOG0762
ML2G119200	KOG0699
ML2G119300	KOG1187
ML2G119700	KOG0304
ML2G120300	KOG1187
ML2G120700	KOG2049
ML2G120900	KOG1870
ML2G121000	KOG0698
ML2G121100	KOG1211
ML2G121200	KOG1546
ML2G121400	KOG0029
ML2G121700	KOG1192
ML2G121800	KOG1192
ML2G122200	KOG4209
ML2G122300	KOG0804
ML2G122500	KOG1284
ML2G122600	KOG0032
ML2G123100	KOG0544
ML2G123600	KOG4549
ML2G123800	KOG1458
ML2G124400	KOG1458
ML2G124800	KOG4090
ML2G125000	KOG4090
ML2G125100	KOG3179
ML2G125400	KOG0014
ML2G125600	KOG0856
ML2G126000	KOG1745
ML2G126100	KOG2118
ML2G127400	KOG0014
ML2G127500	KOG0014
ML2G127700	KOG1303
ML2G127800	KOG1303
ML2G127900	KOG1303
ML2G128100	KOG1303
ML2G128200	KOG0152
ML2G128500	KOG0143
ML2G128800	KOG1700
ML2G129100	KOG4693
ML2G129700	KOG0773
ML2G130400	KOG2842
ML2G130700	KOG0840
ML2G131500	KOG3463
ML2G131600	KOG3745
ML2G132200	KOG1944
ML2G133600	KOG2093
ML2G134200	KOG1919
ML2G134300	KOG0223
ML2G134400	KOG1792
ML2G134900	KOG1522
ML2G135400	KOG0123
ML2G135500	KOG0123
ML2G135800	KOG1753
ML2G135900	KOG1663
ML2G136100	KOG2764
ML2G136400	KOG1607
ML2G136500	KOG1187
ML2G137300	KOG2521
ML2G137400	KOG1515
ML2G137500	KOG0123
ML2G137500	KOG0145
ML2G138300	KOG0546
ML2G138400	KOG0108
ML2G138500	KOG1855
ML2G138700	KOG1914
ML2G139000	KOG2101
ML2G139300	KOG2923
ML2G139400	KOG1815
ML2G140200	KOG3112
ML2G140700	KOG3135
ML2G140800	KOG2855
ML2G140900	KOG0254
ML2G141500	KOG1187
ML2G141900	KOG3256
ML2G142000	KOG1187
ML2G142500	KOG0810
ML2G142700	KOG1688
ML2G142900	KOG1767
ML2G143200	KOG0622
ML2G143300	KOG1471
ML2G143400	KOG1471
ML2G143800	KOG1187
ML2G143900	KOG0127
ML2G144700	KOG0723
ML2G144900	KOG0242
ML2G145500	KOG1601
ML2G145600	KOG0156
ML2G145700	KOG0242
ML2G145800	KOG3019
ML2G146200	KOG1631
ML2G146300	KOG4467
ML2G146500	KOG1677
ML2G146600	KOG0254
ML2G146700	KOG0472
ML2G147100	KOG3106
ML2G147800	KOG0223
ML2G148900	KOG4137
ML2G149100	KOG0865
ML2G149600	KOG1303
ML2G150000	KOG0880
ML2G150300	KOG1187
ML2G150400	KOG0183
ML2G150500	KOG0048
ML2G150800	KOG0393
ML2G150900	KOG1603
ML2G151000	KOG1100
ML2G151100	KOG3240
ML2G151300	KOG0069
ML2G151400	KOG1724
ML2G151500	KOG0223
ML2G151600	KOG2609
ML2G151700	KOG4526
ML2G152000	KOG0691
ML2G152400	KOG0192
ML2G152500	KOG0776
ML2G152600	KOG3178
ML2G153700	KOG2580
ML2G153900	KOG2898
ML2G154200	KOG0010
ML2G154500	KOG1187
ML2G154600	KOG2342
ML2G154900	KOG1304
ML2G155000	KOG0255
ML2G155100	KOG0767
ML2G155200	KOG0032
ML2G155700	KOG2275
ML2G155900	KOG1187
ML2G156300	KOG2217
ML2G156400	KOG3855
ML2G157200	KOG3399
ML2G157600	KOG4558
ML2G158300	KOG1339
ML2G158400	KOG3002
ML2G158800	KOG4293
ML2G159300	KOG2827
ML2G159600	KOG1906
ML2G159800	KOG2091
ML2G160200	KOG1745
ML2G160900	KOG0752
ML2G161000	KOG0279
ML2G161000	KOG0316
ML2G161300	KOG1603
ML2G161600	KOG1493
ML2G161900	KOG4232
ML2G162500	KOG4658
ML2G162900	KOG1187
ML2G163200	KOG3403
ML2G163700	KOG0417
ML2G163900	KOG0165
ML2G164000	KOG0067
ML2G164600	KOG2719
ML2G164700	KOG0039
ML2G164800	KOG0039
ML2G165000	KOG0059
ML2G165300	KOG1724
ML2G165800	KOG4522
ML2G166400	KOG3016
ML2G167000	KOG1735
ML2G167500	KOG1700
ML2G167600	KOG3189
ML2G167700	KOG4214
ML2G167800	KOG0747
ML2G167900	KOG1030
ML2G168000	KOG3328
ML2G168900	KOG0483
ML2G169000	KOG1052
ML2G169300	KOG4186
ML2G169500	KOG2825
ML2G169700	KOG0014
ML2G169800	KOG1838
ML2G169900	KOG0143
ML2G170200	KOG1515
ML2G170500	KOG1030
ML2G170900	KOG0157
ML2G172000	KOG4302
ML2G172300	KOG0544
ML2G172400	KOG1558
ML2G172500	KOG0873
ML2G173000	KOG1187
ML2G173100	KOG2278
